head_dim,256,1024,4096,8192,16384
16,0.06565046310424805,0.06495904922485352,1.2478244304656982,5.0577778816223145,21.19078755378723
32,0.06569099426269531,0.06522560119628906,1.2440931797027588,5.029667139053345,21.118409395217896
64,0.06613636016845703,0.0680851936340332,1.296452522277832,5.266275882720947,21.920515298843384
128,0.06718802452087402,0.08112597465515137,1.511206865310669,6.1406409740448,26.26203441619873
